name,artist,rank,weeks
Kiss Me More,Doja Cat,8,2
Up,Cardi B,9,11
Drivers License,Olivia Rodrigo,10,15
Deja Vu,Olivia Rodrigo,11,3
Solid,Young Thug,12,1
Blinding Lights,The Weeknd,13,72
Beat Box,SpotemGottem,14,14
Best Friend,Saweetie,15,15
Calling My Phone,Lil Tjay,16,10
What You Know Bout Love,Pop Smoke,17,33
Ski,Young Thug,18,1
Mood,24kGoldn,19,37
Heartbreak Anniversary,Giveon,20,10
The Good Ones,Gabby Barrett,21,17
Beautiful Mistakes,Maroon 5,22,7
Back In Blood,Pooh Shiesty,23,16
Go Crazy,Chris Brown,24,50
You Broke Me First.,Tate McRae,25,35
34+35,Ariana Grande Feat. Doja Cat,26,25
My Ex's Best Friend,Machine Gun Kelly X blackbear,27,36
What's Next,Drake,28,7
Dakiti,Bad Bunny,29,25
Therefore I Am,Billie Eilish,30,24
Without You,The Kid LAROI,31,20
On Me,Lil Baby,32,20
Positions,Ariana Grande,33,26
You're Mines Still,Yung Bleu,34,20
Forever After All,Luke Combs,35,26
Wants And Needs,Drake,36,7
Track Star,Mooski,37,9
We're Good,Dua Lipa,38,10
Heat Waves,Glass Animals,39,14
For The Night,Pop Smoke,40,42
Hell Of A View,Eric Church,41,15
Made For You,Jake Owen,42,9
No More Parties,Coi Leray,43,11
Good Days,SZA,44,17
Starting Over,Chris Stapleton,45,34
Diamonds Dancing,Young Thug,46,1
Goosebumps,Travis Scott,47,14
Tombstone,Rod Wave,48,5
Breaking Up Was Easy In The 90's,Sam Hunt,49,8
Somebody Like That,Tenille Arts,50,14
Streets,Doja Cat,51,15
What's Your Country Song,Thomas Rhett,52,18
Time Today,Moneybagg Yo,53,11
Telepatia,Kali Uchis,54,9
Cry Baby,Megan Thee Stallion,55,20
Hold On,Justin Bieber,56,7
Street Runner,Rod Wave,57,6
Just The Way,Parmalee x Blanco Brown,58,17
Proud Of You,Young Thug,59,1
Willow,Taylor Swift,60,19
Damage,H.E.R.,61,19
Richer,Rod Wave,62,4
Glad You Exist,Dan + Shay,63,11
La Noche de Anoche,Bad Bunny,64,13
Settling Down,Miranda Lambert,65,6
Came And Saw,Young Thug,66,1
Headshot,"Lil Tjay, Polo G",67,5
Anyone,Justin Bieber,68,16
Down To One,Luke Bryan,69,17
Lady,Brett Young,70,15
Quicksand,Morray,71,11
One Too Many,Keith Urban Duet With P!nk,72,19
Famous Friends,Chris Young + Kane Brown,73,4
Gone,Dierks Bentley,74,6
My Head And My Heart,Ava Max,75,11
Almost Maybes,Jordan Davis,76,13
Paid The Fine,Young Thug,77,1
The Business,Tiesto,78,9
Drunk (And I Don't Wanna Go Home),Elle King,79,2
Masterpiece,DaBaby,80,13
pov,Ariana Grande,81,7
Long Live,Florida Georgia Line,82,16
Hellcats & Trackhawks,Lil Durk,83,6
Follow You,Imagine Dragons,84,3
Momma's House,Dustin Lynch,85,15
Nobody,Dylan Scott,86,8
Big Gangsta,Kevin Gates,87,2
Pick Up Your Feelings,Jazmine Sullivan,88,13
Lil Bit,Nelly,89,5
Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,90,3
Chasing After You,Ryan Hurd With Maren Morris,91,1
Wasted On You,Morgan Wallen,92,15
Run It Up,Lil Tjay,93,3
Arcade,Duncan Laurence,94,2
You Got It,VEDO,95,16
Go!,Moneybagg Yo,96,1
Drankin N Smokin,Future,97,12
Monsters,All Time Low,98,17
Slatty,Young Thug,99,1
4 Da Gang,42 Dugg,100,3
Rapstar,Polo G,1,1
Montero (Call Me By Your Name),Lil Nas X,2,3
Leave The Door Open,Silk Sonic,3,6
Peaches,Justin Bieber,4,4
Save Your Tears,The Weeknd,5,18
Levitating,Dua Lipa,6,28
Kiss Me More,Doja Cat,7,1
Up,Cardi B,8,10
Drivers License,Olivia Rodrigo,9,14
Astronaut In The Ocean,Masked Wolf,10,9
Blinding Lights,The Weeknd,11,71
Beat Box,SpotemGottem,12,13
Calling My Phone,Lil Tjay,13,9
What You Know Bout Love,Pop Smoke,14,32
Deja Vu,Olivia Rodrigo,15,2
Ruff Ryders' Anthem,DMX,16,5
Best Friend,Saweetie,17,14
Mood,24kGoldn,18,36
The Good Ones,Gabby Barrett,19,16
Back In Blood,Pooh Shiesty,20,15
34+35,Ariana Grande Feat. Doja Cat,21,24
Go Crazy,Chris Brown,22,49
You Broke Me First.,Tate McRae,23,34
Therefore I Am,Billie Eilish,24,23
What's Next,Drake,25,6
Heartbreak Anniversary,Giveon,26,9
Beautiful Mistakes,Maroon 5,27,6
My Ex's Best Friend,Machine Gun Kelly X blackbear,28,35
You're Mines Still,Yung Bleu,29,19
Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,30,2
Positions,Ariana Grande,31,25
Without You,The Kid LAROI,32,19
On Me,Lil Baby,33,19
Dakiti,Bad Bunny,34,24
Track Star,Mooski,35,8
For The Night,Pop Smoke,36,41
No More Parties,Coi Leray,37,10
Tombstone,Rod Wave,38,4
Good Days,SZA,39,16
Party Up (Up In Here),DMX,40,22
Heat Waves,Glass Animals,41,13
Starting Over,Chris Stapleton,42,33
Made For You,Jake Owen,43,8
Forever After All,Luke Combs,44,25
We're Good,Dua Lipa,45,9
X Gon' Give It To Ya,DMX,46,17
Wants And Needs,Drake,47,6
Streets,Doja Cat,48,14
Cry Baby,Megan Thee Stallion,49,19
Goosebumps,Travis Scott,50,13
Time Today,Moneybagg Yo,51,10
Love Story (Taylor's Version),Taylor Swift,52,2
Street Runner,Rod Wave,53,5
What's Your Country Song,Thomas Rhett,54,17
Richer,Rod Wave,55,3
Telepatia,Kali Uchis,56,8
Just The Way,Parmalee x Blanco Brown,57,16
Hell Of A View,Eric Church,58,14
Somebody Like That,Tenille Arts,59,13
Long Live,Florida Georgia Line,60,15
Down To One,Luke Bryan,61,16
Willow,Taylor Swift,62,18
Hold On,Justin Bieber,63,6
Headshot,"Lil Tjay, Polo G",64,4
Forever & Always (Taylor's Version),Taylor Swift,65,1
Lady,Brett Young,66,14
Breaking Up Was Easy In The 90's,Sam Hunt,67,7
Damage,H.E.R.,68,18
Momma's House,Dustin Lynch,69,14
Anyone,Justin Bieber,70,15
Fearless (Taylor's Version),Taylor Swift,71,1
You All Over Me (Taylor's Version) (From The Vault),Taylor Swift,72,2
My Head And My Heart,Ava Max,73,10
La Noche de Anoche,Bad Bunny,74,12
You Belong With Me (Taylor's Version),Taylor Swift,75,1
Settling Down,Miranda Lambert,76,5
Hellcats & Trackhawks,Lil Durk,77,5
Glad You Exist,Dan + Shay,78,10
Run It Up,Lil Tjay,79,2
Almost Maybes,Jordan Davis,80,12
Big Gangsta,Kevin Gates,81,1
Masterpiece,DaBaby,82,12
The Business,Tiesto,83,8
4 Da Gang,42 Dugg,84,2
Quicksand,Morray,85,10
Pick Up Your Feelings,Jazmine Sullivan,86,12
Shy Away,twenty one pilots,87,1
Fifteen (Taylor's Version),Taylor Swift,88,1
Big Purr (Prrdd),Coi Leray,89,3
Famous Friends,Chris Young + Kane Brown,90,3
Nobody,Dylan Scott,91,7
Lil Bit,Nelly,92,4
Met Him Last Night,Demi Lovato,93,2
The Way I Loved You (Taylor's Version),Taylor Swift,94,1
Monsters,All Time Low,95,16
One Too Many,Keith Urban Duet With P!nk,96,18
Wasted On You,Morgan Wallen,97,14
Dancing With The Devil,Demi Lovato,98,2
Gone,Dierks Bentley,99,5
Real As It Gets,Lil Baby,100,6
Leave The Door Open,Silk Sonic,1,5
Montero (Call Me By Your Name),Lil Nas X,2,2
Peaches,Justin Bieber,3,3
Up,Cardi B,4,9
Drivers License,Olivia Rodrigo,5,13
Save Your Tears,The Weeknd,6,17
Levitating,Dua Lipa,7,27
Deja Vu,Olivia Rodrigo,8,1
Blinding Lights,The Weeknd,9,70
Astronaut In The Ocean,Masked Wolf,10,8
Calling My Phone,Lil Tjay,11,8
What You Know Bout Love,Pop Smoke,12,31
Mood,24kGoldn,13,35
Best Friend,Saweetie,14,13
34+35,Ariana Grande Feat. Doja Cat,15,23
Go Crazy,Chris Brown,16,48
What's Next,Drake,17,5
Back In Blood,Pooh Shiesty,18,14
Beat Box,SpotemGottem,19,12
Therefore I Am,Billie Eilish,20,22
You Broke Me First.,Tate McRae,21,33
Heartbreak Anniversary,Giveon,22,8
You're Mines Still,Yung Bleu,23,18
Positions,Ariana Grande,24,24
Beautiful Mistakes,Maroon 5,25,5
Starting Over,Chris Stapleton,26,32
On Me,Lil Baby,27,18
My Ex's Best Friend,Machine Gun Kelly X blackbear,28,34
The Good Ones,Gabby Barrett,29,15
Without You,The Kid LAROI,30,18
Dakiti,Bad Bunny,31,23
Tombstone,Rod Wave,32,3
For The Night,Pop Smoke,33,40
No More Parties,Coi Leray,34,9
Good Days,SZA,35,15
Track Star,Mooski,36,7
What's Your Country Song,Thomas Rhett,37,16
Wants And Needs,Drake,38,5
Street Runner,Rod Wave,39,4
Cry Baby,Megan Thee Stallion,40,18
Streets,Doja Cat,41,13
We're Good,Dua Lipa,42,8
Put Your Records On,Ritt Momney,43,25
Heat Waves,Glass Animals,44,12
Forever After All,Luke Combs,45,24
Richer,Rod Wave,46,2
Goosebumps,Travis Scott,47,12
Whoopty,CJ,48,22
Time Today,Moneybagg Yo,49,9
Run It Up,Lil Tjay,50,1
Telepatia,Kali Uchis,51,7
Just The Way,Parmalee x Blanco Brown,52,15
Anyone,Justin Bieber,53,14
Long Live,Florida Georgia Line,54,14
Headshot,"Lil Tjay, Polo G",55,3
Dancing With The Devil,Demi Lovato,56,1
Hold On,Justin Bieber,57,5
Lady,Brett Young,58,13
Momma's House,Dustin Lynch,59,13
Willow,Taylor Swift,60,17
Met Him Last Night,Demi Lovato,61,1
Somebody Like That,Tenille Arts,62,12
My Head And My Heart,Ava Max,63,9
Hell Of A View,Eric Church,64,13
Damage,H.E.R.,65,17
Made For You,Jake Owen,66,7
4 Da Gang,42 Dugg,67,1
Breaking Up Was Easy In The 90's,Sam Hunt,68,6
Hellcats & Trackhawks,Lil Durk,69,4
Lemon Pepper Freestyle,Drake,70,5
Settling Down,Miranda Lambert,71,4
Masterpiece,DaBaby,72,11
Quicksand,Morray,73,9
The Business,Tiesto,74,7
La Noche de Anoche,Bad Bunny,75,11
Hard For The Next,Moneybagg Yo,76,2
Down To One,Luke Bryan,77,15
Almost Maybes,Jordan Davis,78,11
Pick Up Your Feelings,Jazmine Sullivan,79,11
Wasted On You,Morgan Wallen,80,13
Film Out,BTS,81,1
Big Purr (Prrdd),Coi Leray,82,2
Real As It Gets,Lil Baby,83,5
Body,Megan Thee Stallion,84,20
Glad You Exist,Dan + Shay,85,9
Monsters,All Time Low,86,15
You Got It,VEDO,87,15
One Too Many,Keith Urban Duet With P!nk,88,17
Famous Friends,Chris Young + Kane Brown,89,2
Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,90,1
Nobody,Dylan Scott,91,6
As I Am,Justin Bieber,92,3
Lil Bit,Nelly,93,3
Drankin N Smokin,Future,94,11
Hello,Pop Smoke,95,6
Follow You,Imagine Dragons,96,2
Gone,Dierks Bentley,97,4
Girl Like Me,Black Eyed Peas X Shakira,98,13
Buss It,Erica Banks,99,13
Arcade,Duncan Laurence,100,1
Montero (Call Me By Your Name),Lil Nas X,1,1
Peaches,Justin Bieber,2,2
Leave The Door Open,Silk Sonic,3,4
Up,Cardi B,4,8
Drivers License,Olivia Rodrigo,5,12
Save Your Tears,The Weeknd,6,16
Levitating,Dua Lipa,7,26
Blinding Lights,The Weeknd,8,69
Mood,24kGoldn,9,34
What You Know Bout Love,Pop Smoke,10,30
Tombstone,Rod Wave,11,2
Astronaut In The Ocean,Masked Wolf,12,7
What's Next,Drake,13,4
34+35,Ariana Grande Feat. Doja Cat,14,22
Go Crazy,Chris Brown,15,47
Street Runner,Rod Wave,16,3
Best Friend,Saweetie,17,12
Calling My Phone,Lil Tjay,18,7
Therefore I Am,Billie Eilish,19,21
Back In Blood,Pooh Shiesty,20,13
You Broke Me First.,Tate McRae,21,32
Richer,Rod Wave,22,1
You're Mines Still,Yung Bleu,23,17
Beat Box,SpotemGottem,24,11
Positions,Ariana Grande,25,23
On Me,Lil Baby,26,17
Dakiti,Bad Bunny,27,22
Heartbreak Anniversary,Giveon,28,7
My Ex's Best Friend,Machine Gun Kelly X blackbear,29,33
Dynamite,BTS,30,32
Without You,The Kid LAROI,31,17
The Good Ones,Gabby Barrett,32,14
Beautiful Mistakes,Maroon 5,33,4
Wants And Needs,Drake,34,4
Streets,Doja Cat,35,12
Anyone,Justin Bieber,36,13
For The Night,Pop Smoke,37,39
Whoopty,CJ,38,21
No More Parties,Coi Leray,39,8
Good Days,SZA,40,14
Starting Over,Chris Stapleton,41,31
What's Your Country Song,Thomas Rhett,42,15
Put Your Records On,Ritt Momney,43,24
Cry Baby,Megan Thee Stallion,44,17
Long Live,Florida Georgia Line,45,13
Hold On,Justin Bieber,46,4
Track Star,Mooski,47,6
We're Good,Dua Lipa,48,7
Hard For The Next,Moneybagg Yo,49,1
Heat Waves,Glass Animals,50,11
You All Over Me (Taylor's Version) (From The Vault),Taylor Swift,51,1
Lady,Brett Young,52,12
Telepatia,Kali Uchis,53,6
Forever After All,Luke Combs,54,23
SoulFly,Rod Wave,55,1
Goosebumps,Travis Scott,56,11
My Head And My Heart,Ava Max,57,8
Time Today,Moneybagg Yo,58,8
Willow,Taylor Swift,59,16
Just The Way,Parmalee x Blanco Brown,60,14
Gone Till November,Rod Wave,61,1
Momma's House,Dustin Lynch,62,12
Don't Forget,Rod Wave,63,1
Damage,H.E.R.,64,16
Blame On You,Rod Wave,65,1
Somebody Like That,Tenille Arts,66,11
Hell Of A View,Eric Church,67,12
Headshot,"Lil Tjay, Polo G",68,2
Big Purr (Prrdd),Coi Leray,69,1
Lemon Pepper Freestyle,Drake,70,4
All I Got,Rod Wave,71,1
As I Am,Justin Bieber,72,2
Breaking Up Was Easy In The 90's,Sam Hunt,73,5
Down To One,Luke Bryan,74,14
Made For You,Jake Owen,75,6
Hellcats & Trackhawks,Lil Durk,76,3
Masterpiece,DaBaby,77,10
La Noche de Anoche,Bad Bunny,78,10
Wasted On You,Morgan Wallen,79,12
Monsters,All Time Low,80,14
Body,Megan Thee Stallion,81,19
Real As It Gets,Lil Baby,82,4
Quicksand,Morray,83,8
Pick Up Your Feelings,Jazmine Sullivan,84,10
Pills & Billz,Rod Wave,85,1
The Business,Tiesto,86,6
Buss It,Erica Banks,87,12
How The Game Go,Rod Wave,88,1
OMDB,Rod Wave,89,1
Settling Down,Miranda Lambert,90,3
Almost Maybes,Jordan Davis,91,10
Glad You Exist,Dan + Shay,92,8
Clouds,NF,93,2
What's Love??,Rod Wave,94,1
One Too Many,Keith Urban Duet With P!nk,95,16
Shock Da World,Rod Wave,96,1
You Got It,VEDO,97,14
Sneaky Links,Rod Wave,98,1
Nobody,Dylan Scott,99,5
Girl Like Me,Black Eyed Peas X Shakira,100,12
Peaches,Justin Bieber,1,1
Up,Cardi B,2,7
Leave The Door Open,Silk Sonic,3,3
Drivers License,Olivia Rodrigo,4,11
Save Your Tears,The Weeknd,5,15
Blinding Lights,The Weeknd,6,68
Levitating,Dua Lipa,7,25
What's Next,Drake,8,3
What You Know Bout Love,Pop Smoke,9,29
Mood,24kGoldn,10,33
34+35,Ariana Grande Feat. Doja Cat,11,21
Go Crazy,Chris Brown,12,46
Back In Blood,Pooh Shiesty,13,12
Calling My Phone,Lil Tjay,14,6
Therefore I Am,Billie Eilish,15,20
Anyone,Justin Bieber,16,12
Astronaut In The Ocean,Masked Wolf,17,6
You're Mines Still,Yung Bleu,18,16
Wants And Needs,Drake,19,3
Hold On,Justin Bieber,20,3
Positions,Ariana Grande,21,22
You Broke Me First.,Tate McRae,22,31
Beat Box,SpotemGottem,23,10
Best Friend,Saweetie,24,11
On Me,Lil Baby,25,16
Dynamite,BTS,26,31
Streets,Doja Cat,27,11
Dakiti,Bad Bunny,28,21
Heartbreak Anniversary,Giveon,29,6
No More Parties,Coi Leray,30,7
My Ex's Best Friend,Machine Gun Kelly X blackbear,31,32
Street Runner,Rod Wave,32,2
For The Night,Pop Smoke,33,38
Good Days,SZA,34,13
What's Your Country Song,Thomas Rhett,35,14
Without You,The Kid LAROI,36,16
The Good Ones,Gabby Barrett,37,13
Whoopty,CJ,38,20
Put Your Records On,Ritt Momney,39,23
Beautiful Mistakes,Maroon 5,40,3
Starting Over,Chris Stapleton,41,30
Headshot,"Lil Tjay, Polo G",42,1
As I Am,Justin Bieber,43,1
Telepatia,Kali Uchis,44,5
Cry Baby,Megan Thee Stallion,45,16
Just The Way,Parmalee x Blanco Brown,46,13
Better Together,Luke Combs,47,25
My Head And My Heart,Ava Max,48,7
Good Time,Niko Moon,49,25
Willow,Taylor Swift,50,15
We're Good,Dua Lipa,51,6
Lady,Brett Young,52,11
Track Star,Mooski,53,5
Long Live,Florida Georgia Line,54,12
Time Today,Moneybagg Yo,55,7
Lemon Pepper Freestyle,Drake,56,3
Heat Waves,Glass Animals,57,10
Damage,H.E.R.,58,15
Goosebumps,Travis Scott,59,10
Down To One,Luke Bryan,60,13
Forever After All,Luke Combs,61,22
Unstable,Justin Bieber,62,1
Momma's House,Dustin Lynch,63,11
Off My Face,Justin Bieber,64,1
Hell Of A View,Eric Church,65,11
Ghost,Justin Bieber,66,1
Somebody Like That,Tenille Arts,67,10
2 Much,Justin Bieber,68,1
Real As It Gets,Lil Baby,69,3
Monsters,All Time Low,70,13
Body,Megan Thee Stallion,71,18
Buss It,Erica Banks,72,11
La Noche de Anoche,Bad Bunny,73,9
Masterpiece,DaBaby,74,9
The Business,Tiesto,75,5
Deserve You,Justin Bieber,76,1
Wasted On You,Morgan Wallen,77,11
Made For You,Jake Owen,78,5
Breaking Up Was Easy In The 90's,Sam Hunt,79,4
Quicksand,Morray,80,7
Die For You,Justin Bieber,81,1
Tombstone,Rod Wave,82,1
Pick Up Your Feelings,Jazmine Sullivan,83,9
Love You Different,Justin Bieber,84,1
Glad You Exist,Dan + Shay,85,7
Almost Maybes,Jordan Davis,86,9
Loved By You,Justin Bieber,87,1
You Got It,VEDO,88,13
Girl Like Me,Black Eyed Peas X Shakira,89,11
One Too Many,Keith Urban Duet With P!nk,90,15
Somebody,Justin Bieber,91,1
Hello,Pop Smoke,92,5
Nobody,Dylan Scott,93,4
Famous Friends,Chris Young + Kane Brown,94,1
Settling Down,Miranda Lambert,95,2
Sand In My Boots,Morgan Wallen,96,11
Neighbors,Pooh Shiesty,97,7
Bandido,Myke Towers,98,7
Drankin N Smokin,Future,99,10
Beers And Sunshine,Darius Rucker,100,15
Up,Cardi B,1,6
Leave The Door Open,Silk Sonic,2,2
Drivers License,Olivia Rodrigo,3,10
What's Next,Drake,4,2
Save Your Tears,The Weeknd,5,14
Blinding Lights,The Weeknd,6,67
Levitating,Dua Lipa,7,24
Mood,24kGoldn,8,32
34+35,Ariana Grande Feat. Doja Cat,9,20
Wants And Needs,Drake,10,2
Go Crazy,Chris Brown,11,45
What You Know Bout Love,Pop Smoke,12,28
Calling My Phone,Lil Tjay,13,5
Back In Blood,Pooh Shiesty,14,11
Therefore I Am,Billie Eilish,15,19
Streets,Doja Cat,16,10
Positions,Ariana Grande,17,21
You're Mines Still,Yung Bleu,18,15
You Broke Me First.,Tate McRae,19,30
Beat Box,SpotemGottem,20,9
Best Friend,Saweetie,21,10
Dakiti,Bad Bunny,22,20
On Me,Lil Baby,23,15
For The Night,Pop Smoke,24,37
Astronaut In The Ocean,Masked Wolf,25,5
No More Parties,Coi Leray,26,6
Good Days,SZA,27,12
My Ex's Best Friend,Machine Gun Kelly X blackbear,28,31
What's Your Country Song,Thomas Rhett,29,13
Heartbreak Anniversary,Giveon,30,5
Lemon Pepper Freestyle,Drake,31,2
Put Your Records On,Ritt Momney,32,22
The Good Ones,Gabby Barrett,33,12
Dynamite,BTS,34,30
Starting Over,Chris Stapleton,35,29
Street Runner,Rod Wave,36,1
Anyone,Justin Bieber,37,11
Just The Way,Parmalee x Blanco Brown,38,12
Willow,Taylor Swift,39,14
Without You,The Kid LAROI,40,15
Good Time,Niko Moon,41,24
Cry Baby,Megan Thee Stallion,42,15
Telepatia,Kali Uchis,43,4
Better Together,Luke Combs,44,24
Whoopty,CJ,45,19
My Head And My Heart,Ava Max,46,6
Beautiful Mistakes,Maroon 5,47,2
Damage,H.E.R.,48,14
Long Live,Florida Georgia Line,49,11
Throat Baby (Go Baby),BRS Kash,50,22
Time Today,Moneybagg Yo,51,6
We're Good,Dua Lipa,52,5
Down To One,Luke Bryan,53,12
Lady,Brett Young,54,10
Track Star,Mooski,55,4
Heat Waves,Glass Animals,56,9
Goosebumps,Travis Scott,57,9
Real As It Gets,Lil Baby,58,2
Hold On,Justin Bieber,59,2
Monsters,All Time Low,60,12
Forever After All,Luke Combs,61,21
Buss It,Erica Banks,62,10
Hell Of A View,Eric Church,63,10
Body,Megan Thee Stallion,64,17
Momma's House,Dustin Lynch,65,10
Wasted On You,Morgan Wallen,66,10
Somebody Like That,Tenille Arts,67,9
La Noche de Anoche,Bad Bunny,68,8
The Business,Tiesto,69,4
On The Ground,ROSE,70,1
Masterpiece,DaBaby,71,8
Girl Like Me,Black Eyed Peas X Shakira,72,10
Almost Maybes,Jordan Davis,73,8
Quicksand,Morray,74,6
Pick Up Your Feelings,Jazmine Sullivan,75,8
Breaking Up Was Easy In The 90's,Sam Hunt,76,3
Made For You,Jake Owen,77,4
You Got It,VEDO,78,12
Lost,NF,79,1
Sand In My Boots,Morgan Wallen,80,10
Beers And Sunshine,Darius Rucker,81,14
One Too Many,Keith Urban Duet With P!nk,82,14
Follow You,Imagine Dragons,83,1
Baila Conmigo,Selena Gomez With Rauw Alejandro,84,2
Nobody,Dylan Scott,85,3
Glad You Exist,Dan + Shay,86,6
Like I Want You,Giveon,87,4
Daywalker!,Machine Gun Kelly,88,1
Hello,Pop Smoke,89,4
Settling Down,Miranda Lambert,90,1
Bandido,Myke Towers,91,6
Neighbors,Pooh Shiesty,92,6
Drankin N Smokin,Future,93,9
Hellcats & Trackhawks,Lil Durk,94,2
Opp Stoppa,YBN Nahmir,95,6
Still Trappin',Lil Durk,96,12
Finesse Out The Gang Way,Lil Durk,97,7
Gone,Dierks Bentley,98,3
Lil Bit,Nelly,99,2
Undivided,Tim McGraw,100,2
What's Next,Drake,1,1
Wants And Needs,Drake,2,1
Lemon Pepper Freestyle,Drake,3,1
Leave The Door Open,Silk Sonic,4,1
Drivers License,Olivia Rodrigo,5,9
Up,Cardi B,6,5
Save Your Tears,The Weeknd,7,13
Blinding Lights,The Weeknd,8,66
34+35,Ariana Grande Feat. Doja Cat,9,19
Mood,24kGoldn,10,31
Go Crazy,Chris Brown,11,44
What You Know Bout Love,Pop Smoke,12,27
Levitating,Dua Lipa,13,23
Calling My Phone,Lil Tjay,14,4
Positions,Ariana Grande,15,20
Back In Blood,Pooh Shiesty,16,10
Therefore I Am,Billie Eilish,17,18
Streets,Doja Cat,18,9
Good Days,SZA,19,11
You Broke Me First.,Tate McRae,20,29
You're Mines Still,Yung Bleu,21,14
Best Friend,Saweetie,22,9
Dakiti,Bad Bunny,23,19
For The Night,Pop Smoke,24,36
Beat Box,SpotemGottem,25,8
Hold On,Justin Bieber,26,1
On Me,Lil Baby,27,14
My Ex's Best Friend,Machine Gun Kelly X blackbear,28,30
Whoopty,CJ,29,18
What's Your Country Song,Thomas Rhett,30,12
Just The Way,Parmalee x Blanco Brown,31,11
The Good Ones,Gabby Barrett,32,11
Good Time,Niko Moon,33,23
Real As It Gets,Lil Baby,34,1
Put Your Records On,Ritt Momney,35,21
Better Together,Luke Combs,36,23
Astronaut In The Ocean,Masked Wolf,37,4
Anyone,Justin Bieber,38,10
No More Parties,Coi Leray,39,5
Telepatia,Kali Uchis,40,3
Starting Over,Chris Stapleton,41,28
Willow,Taylor Swift,42,13
Dynamite,BTS,43,29
Without You,The Kid LAROI,44,14
Cry Baby,Megan Thee Stallion,45,14
Throat Baby (Go Baby),BRS Kash,46,21
My Head And My Heart,Ava Max,47,5
Down To One,Luke Bryan,48,11
Holy,Justin Bieber,49,25
Damage,H.E.R.,50,13
Long Live,Florida Georgia Line,51,10
Heartbreak Anniversary,Giveon,52,4
Time Today,Moneybagg Yo,53,5
Beautiful Mistakes,Maroon 5,54,1
Lady,Brett Young,55,9
We're Good,Dua Lipa,56,4
Heat Waves,Glass Animals,57,8
Goosebumps,Travis Scott,58,8
Monsters,All Time Low,59,11
Track Star,Mooski,60,3
Buss It,Erica Banks,61,9
Momma's House,Dustin Lynch,62,9
Body,Megan Thee Stallion,63,16
Wasted On You,Morgan Wallen,64,9
Golden,Harry Styles,65,20
La Noche de Anoche,Bad Bunny,66,7
Forever After All,Luke Combs,67,20
Hell Of A View,Eric Church,68,9
Beers And Sunshine,Darius Rucker,69,13
Girl Like Me,Black Eyed Peas X Shakira,70,9
Somebody Like That,Tenille Arts,71,8
Sand In My Boots,Morgan Wallen,72,9
Masterpiece,DaBaby,73,7
Hellcats & Trackhawks,Lil Durk,74,1
You Got It,VEDO,75,11
One Too Many,Keith Urban Duet With P!nk,76,13
The Business,Tiesto,77,3
Almost Maybes,Jordan Davis,78,7
Quicksand,Morray,79,5
Made For You,Jake Owen,80,3
Lifestyle,Jason Derulo,81,5
Breaking Up Was Easy In The 90's,Sam Hunt,82,2
Bandido,Myke Towers,83,5
Hello,Pop Smoke,84,3
Pick Up Your Feelings,Jazmine Sullivan,85,7
Opp Stoppa,YBN Nahmir,86,5
Neighbors,Pooh Shiesty,87,5
Glad You Exist,Dan + Shay,88,5
Nobody,Dylan Scott,89,2
Drankin N Smokin,Future,90,8
Finesse Out The Gang Way,Lil Durk,91,6
Still Trappin',Lil Durk,92,11
Moonwalking In Calabasas,DDG,93,11
Tyler Herro,Jack Harlow,94,20
Somebody's Problem,Morgan Wallen,95,13
Cover Me Up,Morgan Wallen,96,10
Life's A Mess II,"Juice WRLD, Clever",97,1
Gone,Dierks Bentley,98,2
AP,Pop Smoke,99,2
Lil Bit,Nelly,100,1
Drivers License,Olivia Rodrigo,1,8
Up,Cardi B,2,4
Blinding Lights,The Weeknd,3,65
34+35,Ariana Grande Feat. Doja Cat,4,18
Go Crazy,Chris Brown,5,43
Save Your Tears,The Weeknd,6,12
Mood,24kGoldn,7,30
Calling My Phone,Lil Tjay,8,3
What You Know Bout Love,Pop Smoke,9,26
Levitating,Dua Lipa,10,22
Positions,Ariana Grande,11,19
Therefore I Am,Billie Eilish,12,17
Back In Blood,Pooh Shiesty,13,9
For The Night,Pop Smoke,14,35
Beat Box,SpotemGottem,15,7
Dakiti,Bad Bunny,16,18
You Broke Me First.,Tate McRae,17,28
Whoopty,CJ,18,17
You're Mines Still,Yung Bleu,19,13
Good Time,Niko Moon,20,22
My Ex's Best Friend,Machine Gun Kelly X blackbear,21,29
Best Friend,Saweetie,22,8
Good Days,SZA,23,10
I Hope,Gabby Barrett,24,62
On Me,Lil Baby,25,13
Streets,Doja Cat,26,8
Better Together,Luke Combs,27,22
Throat Baby (Go Baby),BRS Kash,28,20
Holy,Justin Bieber,29,24
